,VAGA,ID,IDADE,MBA,PHD,CLOUD_CERT,SGBD_CERT,HORAS_ESTUDO,QT_FILHOS,CNH,ANOS_EXP,SCORE
3327,2,3327,34.5738470827825,0,1,0,1,9.42672000605459,0,1,13.1367217154057,148.569510502217
3329,2,3329,35.7455426432293,0,0,0,1,9.35505814489036,0,1,13.4530795167263,146.492647935734
3335,2,3335,37.1102177191403,0,0,1,0,7.26937164591376,1,0,13.8215417872223,155.236145572478
3336,2,3336,37.9967069806122,1,0,0,1,8.34551374250671,3,0,14.0608938878197,166.816148372222
3338,2,3338,37.5085202699151,0,0,1,1,9.86984100856418,0,1,13.9290834759315,153.284557257613
3343,2,3343,41.3519214907313,0,0,1,0,8.96367248937389,1,0,14.9668018055519,163.409766803103
3346,2,3346,36.7225863029634,0,0,1,1,8.71436539215074,2,1,13.7168813048545,146.871082073842
3352,2,3352,35.9955210098269,0,1,0,1,9.1715012766861,2,0,13.5205736757077,150.755444129162
3354,2,3354,34.4091754745573,0,0,1,1,8.48571764656863,0,0,13.0922603811849,138.756250563508
3355,2,3355,36.4325165548978,1,0,1,0,10.972271041292,0,1,13.6385624728768,157.332219486707
3356,2,3356,39.8516150906449,1,1,0,0,6.38767516335034,0,1,14.5617190775285,164.948371725297
3358,2,3358,38.5511823719445,0,1,0,1,10.4457684015093,0,0,14.2106022434794,163.265440976525
3360,2,3360,39.6814315363433,0,0,0,0,6.42774495950428,1,1,14.5157695178671,160.642706910041
3363,2,3363,36.2354265633486,0,0,1,0,8.45929117921388,1,0,13.5853481751585,147.94885651856
3366,2,3366,43.9055815726164,1,1,0,0,7.72685956657703,1,0,15.6562900276608,186.479067999298
3367,2,3367,37.6614135690592,0,1,1,0,8.20220107084989,3,1,13.9703646667004,145.062436414275
3368,2,3368,37.1627795251077,1,1,0,0,10.0016316294048,1,0,13.8357334748335,163.755260461511
3373,2,3373,35.3169481965461,0,1,0,0,11.1600452848632,1,0,13.3373590161218,137.584443219555
3374,2,3374,35.9703391344645,0,0,1,1,7.66450163097316,2,0,13.5137745693598,147.319097232556
3376,2,3376,35.0609799717514,0,1,1,0,5.64839608135907,2,1,13.2682475954273,147.030878967088
3382,2,3382,33.9489644310894,0,1,0,1,5.88001564116755,1,1,12.9680033994485,143.225555495099
3383,2,3383,36.4770174361342,1,1,1,0,7.16919929251986,2,0,13.6505777108106,160.207298786568
3386,2,3386,34.9238157237022,1,0,1,0,8.90733399909183,0,1,13.231213248454,156.46876126093
3388,2,3388,38.3844593730549,1,1,1,1,6.62007173516475,1,0,14.1655870337792,158.033667101158
3389,2,3389,35.9525393658474,1,0,0,1,8.31007992663816,3,0,13.5089686318332,154.320055009938
3391,2,3391,37.778665875247,1,0,0,0,10.1019615725193,3,1,14.0020227893711,155.349552369086
3396,2,3396,36.4246099679367,0,0,0,1,6.83961677580324,0,0,13.6364276943973,148.947566143563
3400,2,3400,37.5469871990693,1,1,0,0,7.83860287091805,0,1,13.9394695468031,169.355552457696
3404,2,3404,36.4897435368162,0,1,0,0,6.95783574303039,1,1,13.6540137579948,144.10623408495
3410,2,3410,31.8494469437253,1,0,1,1,9.64955227395297,0,0,12.4011336778602,147.02971821834
3416,2,3416,44.8839852825721,1,0,0,0,6.57876712019983,1,0,15.9204590293489,186.869638764728
3419,2,3419,34.46315985605,1,1,1,0,7.53837228759808,0,0,13.1068361641879,161.339457522469
3421,2,3421,34.9193754057528,1,0,0,0,7.97301738401716,2,0,13.2300143626077,158.446220961161
3422,2,3422,33.6613128735879,1,0,1,1,7.65902586760605,2,1,12.8903374789231,156.696236230106
3424,2,3424,37.7003533380593,0,1,0,0,10.882732730977,0,1,13.9808784043304,149.646491173566
3429,2,3429,39.8088124777128,0,1,1,1,8.84092393696125,1,1,14.5501623720369,158.373761473747
3432,2,3432,33.9157278455004,0,0,0,1,7.98797183935388,1,1,12.9590295213395,134.758238576055
3445,2,3445,35.0575878532014,1,0,0,1,5.9207286955177,1,0,13.2673317234188,162.623025358703
3446,2,3446,40.6068251189527,0,1,1,1,7.09919834962535,1,1,14.7656257851716,158.327746378575
3448,2,3448,34.9443168333281,1,0,1,1,8.48976887990285,0,0,13.236748548053,158.479358045363
3450,2,3450,33.2750437118272,0,1,0,1,8.24679595351777,0,1,12.7860448052478,138.321344927471
3451,2,3451,34.4229182442502,0,0,1,1,7.94906769141089,0,1,13.095970929002,141.573502510047
3452,2,3452,37.3805574749546,1,1,1,0,7.1284636494398,1,1,13.8945335212922,157.272205061518
3457,2,3457,38.2672337486467,1,1,1,1,5.68940252480752,0,1,14.133936115189,167.415035203361
3460,2,3460,38.5159527197232,0,0,1,1,7.41125311400261,1,1,14.2010902373797,155.499394805096
3465,2,3465,34.8226702699379,1,0,1,1,7.40502228289803,0,1,13.2039039759376,154.78265640792
3466,2,3466,39.2402628633251,0,1,1,1,7.19435539523127,1,0,14.3966539761522,147.577980397163
3467,2,3467,34.5044548557124,0,1,1,1,7.83231067647311,0,0,13.1179858140967,146.224141669049
3468,2,3468,33.7060407501842,0,1,0,0,7.40894043249338,2,0,12.9024140056041,136.518055885113
3470,2,3470,34.9746711546218,0,1,1,1,6.01545426224294,2,0,13.2449442148023,144.952873274224
3475,2,3475,36.6369758466869,1,1,1,1,6.71345347879683,2,1,13.6937664816599,155.401693558026
3477,2,3477,32.1594500240661,0,0,0,1,8.52718097275761,0,0,12.4848345095523,143.96917136354
3479,2,3479,35.6584199361351,0,1,0,0,6.56373457303443,1,1,13.4295563858109,149.840400811778
3484,2,3484,33.1361078703267,1,1,1,0,8.2580828080691,1,0,12.7485321280426,154.66370607471
3485,2,3485,40.0122860440357,0,1,0,0,9.2991879934769,1,0,14.605100234944,159.104087902012
3486,2,3486,35.2016667911338,0,1,1,0,8.92223557591352,0,0,13.3062330366605,141.673843315633
3487,2,3487,33.122430199081,0,1,1,1,6.61189625086212,1,0,12.7448391568063,142.189950098582
3492,2,3492,36.5758451330621,0,1,1,0,10.2481233967348,0,1,13.6772611889812,144.980306178586
3494,2,3494,36.2848829003791,0,1,0,1,8.46795433780731,1,1,13.5987013861567,153.755406245014
3498,2,3498,35.4134940420983,1,0,0,1,8.91790670195828,1,0,13.363426394421,164.36507319243
3509,2,3509,37.4364286312773,1,0,1,1,6.63997394151874,1,1,13.9096187334993,167.030430101778
3512,2,3512,34.7461026405507,0,0,0,0,7.35116547515605,1,1,13.1832307160031,140.637558270032
3517,2,3517,36.0129226557006,1,1,0,1,8.69953486883705,1,0,13.5252721200936,160.695916066481
3518,2,3518,33.9901511745815,0,0,1,0,4.70902461917693,0,0,12.9791238201914,139.537374914446
3521,2,3521,41.068237271562,0,1,1,1,9.6612777401008,1,0,14.8902070663761,158.015528708144
3522,2,3522,33.6427063195569,0,1,0,1,11.2809242061664,1,1,12.8853137093348,139.152991280209
3525,2,3525,35.9255636819209,1,0,1,0,6.68425541616388,3,0,13.5016851971731,158.011209185635
3528,2,3528,37.3405373717148,0,0,0,1,8.30290665662477,0,0,13.8837280934174,143.382465270128
3529,2,3529,35.3066952055927,0,1,0,0,9.47496341891526,1,0,13.3345907085644,144.730667859431
3538,2,3538,40.0715219726447,1,1,0,0,8.6499264547731,1,1,14.6210939356685,175.922657590151
3539,2,3539,37.6662948120005,1,0,1,1,6.96071301522623,3,1,13.9716826022945,168.94188339619
3542,2,3542,34.2474084513771,1,0,1,0,7.76241458968889,0,1,13.0485832849262,152.602271725463
3547,2,3547,34.3493127839011,1,0,0,0,8.27664262247437,0,0,13.0760974547077,166.333793063543
3548,2,3548,33.8019666587519,1,0,1,0,7.72462464488948,1,1,12.9283140009174,154.467594195753
3549,2,3549,34.3997417726924,1,0,0,1,13.19128785167,1,0,13.0897132816813,156.175223546483
3550,2,3550,32.2264900874867,0,0,0,1,9.33047779372109,0,0,12.5029353266758,141.363427822057
3551,2,3551,34.1054324745724,0,0,0,1,7.14950350776169,4,0,13.010249771189,136.854402793506
3552,2,3552,36.1992751937016,0,0,1,1,5.75000251821031,3,0,13.5755873053538,135.404697472056
3555,2,3555,39.3505049502186,1,0,0,1,7.92475621557141,0,1,14.4264193396134,167.772911357442
3558,2,3558,35.6502816568419,1,0,0,1,7.37087294135377,0,0,13.4273590504017,165.046063567926
3559,2,3559,37.1980792862403,0,0,1,0,10.9568393401758,1,1,13.8452644103393,149.208386840238
3561,2,3561,42.8699661055697,0,0,1,1,6.67689934730071,1,1,15.3766738515582,164.71135109154
3568,2,3568,33.62212646807,1,1,0,0,8.2729930506101,1,0,12.8797571494333,153.468675126757
3570,2,3570,31.4668569158593,1,0,0,1,5.87332063198149,2,0,12.2978343703364,145.557070599254
3573,2,3573,34.2094435036617,1,1,0,0,5.41325635767351,0,1,13.0383327490431,163.567714537401
3574,2,3574,35.8647969317956,1,1,1,1,10.6167165182162,0,0,13.4852781746392,161.684973557913
3576,2,3576,43.0566908077512,0,0,1,0,5.97820093330746,1,1,15.4270895211472,169.569039761601
3579,2,3579,36.8815024642507,1,1,1,0,9.16522517173386,3,0,13.7597886684021,159.8094039839
3580,2,3580,42.1164097947872,0,0,0,1,7.39176448059255,2,1,15.1732136476469,156.028360837701
3584,2,3584,33.369425187882,0,0,1,1,9.12970618628597,2,1,12.8115278037825,134.793876544508
3585,2,3585,35.0135431035984,0,0,1,0,7.73091630205315,2,0,13.255439641026,144.17389592102
3587,2,3587,36.8445480196899,0,1,1,0,6.91939803312942,0,1,13.7498109683707,154.993613534692
3588,2,3588,36.4733887271724,1,1,0,1,7.24517097465027,0,1,13.649597959391,170.390705202804
3589,2,3589,34.3383280436743,1,0,1,1,10.386502266903,1,0,13.0731315748465,157.137973885767
3595,2,3595,35.9118477359398,1,0,1,0,3.8887538220983,0,1,13.4979818917581,165.449321922755
3601,2,3601,36.9536172561104,1,0,1,0,6.9574551194579,2,1,13.7792596622042,158.677150570486
3603,2,3603,34.6517545391376,0,0,0,0,6.75458063042276,0,0,13.1577567286216,142.92438274334
3617,2,3617,38.6068303990076,0,0,0,0,8.04543354997991,0,0,14.2256272107865,154.841646964003
3622,2,3622,36.9958793359038,0,0,0,1,5.7413860814086,0,1,13.7906704237484,154.826391027213
3623,2,3623,39.6021905536034,0,0,1,0,7.03518358581219,2,1,14.4943744525273,153.356190885297
3625,2,3625,38.7522611193967,0,1,0,0,7.24910300165842,1,1,14.2648935052915,145.139940958768
3629,2,3629,33.6719957068115,1,1,0,0,8.29181468903962,0,1,12.8932218438935,156.263056843568
3630,2,3630,36.0479442469933,1,1,1,1,6.98807069261922,1,1,13.5347279497426,160.997942331627
3635,2,3635,33.0425255785681,1,0,0,1,8.4259012633451,1,0,12.7232649092678,153.195522793655
3642,2,3642,35.1803050091284,0,0,0,0,6.64300053766341,0,0,13.3004653555191,156.007438207335
3643,2,3643,35.1271280738762,0,0,1,1,8.3220519910663,0,0,13.286107583001,147.561929291694
3644,2,3644,33.8352566657798,1,0,0,1,9.31905187874663,1,0,12.937302302815,157.176902455201
3645,2,3645,35.9040578667772,1,0,0,0,10.3095433609324,0,1,13.4958786270842,161.961983301684
3646,2,3646,32.8346586707528,0,1,0,1,8.30189882840458,1,1,12.6671408441577,142.220909947446
3647,2,3647,35.114587095718,0,0,1,1,9.21001118531821,3,0,13.2827215188982,134.487478039637
3648,2,3648,43.8091428694121,1,0,1,0,10.3890824323382,0,1,15.6302515777957,175.689259642428
3653,2,3653,38.4365112645344,1,0,0,0,6.87417168497599,2,1,14.1796410444787,178.841791700023
3657,2,3657,37.2256964636902,0,1,0,1,8.47169007439018,1,1,13.8527210482508,152.50327755919
3659,2,3659,34.8859732559893,1,1,0,0,8.37826546354331,1,1,13.2209957821715,155.285052574993
3663,2,3663,44.7171716675635,1,0,1,0,5.73426673705249,1,0,15.8754193532965,186.549488882323
3667,2,3667,35.4207310727961,0,0,0,1,9.27883054546388,1,1,13.3653803927093,150.054771352382
3668,2,3668,45.5708875797974,0,1,0,0,5.61628267001805,0,0,16.1059226495997,177.730037130229
3672,2,3672,39.8109898052265,1,0,1,0,8.53666909021115,0,1,14.5507502504656,172.014503972717
3681,2,3681,40.0513931399614,1,1,1,1,7.79264429047548,3,1,14.615659150844,169.348433080692
3682,2,3682,34.863400814629,0,0,0,0,6.04628073495393,1,0,13.2149012230042,142.609888420351
3685,2,3685,33.7202972169395,1,1,1,1,8.35419784453426,2,0,12.9062632516281,151.120398451292
3688,2,3688,38.5419397602588,1,1,1,1,9.37704904206467,3,0,14.2081067383243,168.811437751054
3689,2,3689,37.1349990904697,1,0,1,1,8.58465141667218,1,0,13.8282327574812,167.054427025189
3690,2,3690,34.2515152521661,0,1,0,1,4.1788238047401,0,1,13.0496921211393,139.984776671264
3692,2,3692,39.9198511801523,0,1,1,0,8.10219332729085,2,1,14.5801428216955,156.931969561596
3694,2,3694,36.8905949059823,0,0,0,0,9.32286912823245,2,0,13.7622436276696,149.941418927615
3702,2,3702,34.5722449839854,0,1,0,0,8.12687868384733,0,0,13.1362891487305,147.248123988869
3705,2,3705,36.1316845333331,1,1,1,0,7.74791541769379,2,1,13.5573378270543,155.413438971488
3706,2,3706,34.2128726645209,0,1,0,0,7.96208578052329,2,1,13.039258622475,153.000808982124
3711,2,3711,38.244851343759,1,0,0,0,8.76100634938636,1,1,14.1278928658693,175.676775415545
3714,2,3714,35.0283670912349,1,0,1,0,8.10432215754179,2,0,13.2594421176878,159.093240359419
3720,2,3720,34.7808909342288,0,0,1,0,6.60356607625172,0,0,13.1926235552962,154.888271904152
3725,2,3725,39.4483102195151,1,1,0,1,4.97851638314545,0,1,14.4528267623235,164.273406820911
3727,2,3727,33.9771046810142,1,1,0,1,10.409960559048,0,1,12.9756012669282,156.438717066945
3733,2,3733,34.8181848089067,0,1,1,1,10.3108461682055,2,1,13.2026929014592,138.425489188349
3739,2,3739,36.3491744046213,1,0,1,0,7.6741099321018,1,1,13.6160600923022,158.616357728336
3743,2,3743,34.4367468413404,0,1,1,1,8.86772319120847,2,1,13.0997046502163,136.667115926741
3744,2,3744,33.7600836624053,0,0,1,1,6.77529904111982,0,1,12.9170055919038,145.238426806425
3747,2,3747,35.8292228789214,1,0,0,1,7.47545270639915,1,0,13.4756731803632,155.117534200348
3750,2,3750,34.4244089477426,0,0,1,1,7.31720593986299,0,0,13.0963734189449,139.520434502282
3752,2,3752,45.5578596237477,1,0,0,1,7.59883935489404,0,0,16.1024051014663,178.089359387652
3755,2,3755,34.9722130397548,1,0,1,1,7.8377656354596,0,0,13.2442805237882,156.997990573503
3761,2,3761,34.2258407633226,1,0,0,0,6.87297951090615,0,0,13.0427600091515,145.189026965838
3763,2,3763,35.0883706515413,0,0,1,0,8.27505738374258,0,1,13.2756430789706,139.237154963905
3769,2,3769,32.7054213865543,1,0,1,0,4.11007149837314,0,0,12.6322467774241,149.167805079245
3770,2,3770,38.875814329821,0,1,0,1,4.96930518100338,0,1,14.2982528721061,160.189131863251
3772,2,3772,32.7043887413391,0,1,1,1,9.16857729231767,3,0,12.631967963216,125.989707341878
3774,2,3774,35.4287451981806,1,0,1,1,8.4540319947838,1,1,13.3675442065632,158.466010365011
3776,2,3776,38.2094324905652,1,1,0,0,6.79548604844327,4,0,14.118329775507,166.060735311563
3778,2,3778,33.3676924565953,1,0,1,0,8.58518930754443,2,1,12.8110599663351,151.148975071125
3779,2,3779,34.6124812808408,0,0,0,0,8.43862431506554,3,0,13.1471529488814,145.962142739268
3780,2,3780,33.379607938832,0,0,0,1,10.2746055045734,0,0,12.814277146539,148.743605204715
3786,2,3786,36.2449298387234,1,0,1,1,6.77927345360373,0,1,13.5879140595097,165.317696883424
3787,2,3787,37.0245601887872,0,1,1,1,5.95062878370021,1,0,13.7984142540269,154.298257376491
3792,2,3792,34.7707617645723,0,0,1,0,6.72783864938697,1,1,13.1898886794889,152.162124344226
3797,2,3797,38.5082272134855,0,1,0,1,8.896738952954,0,0,14.1990043506955,154.119321378517
3803,2,3803,45.8553927292864,1,0,1,1,7.53963240942124,2,0,16.1827390399617,188.783133345105
3808,2,3808,36.8730487948334,0,0,1,1,5.77179726094287,0,1,13.7575061776594,152.532951781782
3812,2,3812,37.4040085735423,1,0,1,0,10.1561629619099,0,0,13.9008653179108,167.23621952731
3814,2,3814,37.1168594774552,0,1,1,1,8.02572844412418,0,1,13.8233350619673,148.54797512224
3822,2,3822,38.2820287592667,1,1,0,0,7.76448896294752,0,0,14.1379307680564,166.682244821395
3823,2,3823,33.1504178650535,1,1,1,1,7.16435525436046,0,0,12.7523958266189,156.216143591568
3826,2,3826,33.9489096166788,0,1,0,1,6.31413529872838,1,1,12.9679885995577,140.13653689501
3828,2,3828,42.9391819024322,1,1,0,1,7.71039036798465,1,0,15.3953621167111,188.966619231671
3829,2,3829,36.0645763376076,0,1,0,1,7.58001301256716,2,1,13.5392186142085,144.292996909009
3831,2,3831,34.2503713382703,0,0,1,1,10.0073201245925,0,0,13.0493832643874,143.722212256615
3833,2,3833,35.8246975258563,1,1,1,0,5.10733210844609,0,0,13.4744513350356,159.949738244996
3835,2,3835,36.6026001278536,1,1,1,1,10.2281031640864,3,0,13.6844850375749,148.498966830223
3837,2,3837,36.6765722502433,1,1,0,1,7.21895586504526,1,1,13.7044575106201,158.914063103083
3839,2,3839,43.787635163532,1,0,0,0,5.4152775340468,0,0,15.624444497208,186.35009594976
3842,2,3842,33.6197722559578,1,0,0,0,7.56079185430148,0,1,12.879121512163,144.500268713284
3847,2,3847,40.5768166624663,1,1,0,1,9.21077037513078,2,0,14.7575235019203,171.070425153738
3848,2,3848,35.0418224546678,0,0,1,0,8.84552517159714,1,0,13.2630750658147,148.833880820862
3849,2,3849,32.9839656960892,1,0,1,0,7.19703388734331,1,1,12.7074537409985,143.322024416421
3850,2,3850,33.0767449955649,0,0,0,1,7.07400742271787,2,1,12.7325041518569,133.930002890346
3852,2,3852,40.0908876923211,0,0,1,0,6.32135248109378,3,1,14.6263226799811,150.56239058801
3853,2,3853,35.9676470192963,1,0,0,1,7.86264307287048,1,0,13.5130476982644,151.312450835528
3854,2,3854,33.7834606627105,0,0,0,1,7.71599384327643,5,0,12.9233173819862,126.102069555314
3856,2,3856,40.7368230673865,0,0,1,0,5.56424819534504,0,1,14.8007252312488,165.820968190926
3864,2,3864,35.5862263674871,0,1,1,1,7.02835811331846,0,0,13.4100641222759,151.592531499148
3871,2,3871,34.6685841105445,1,1,1,0,6.52268820998428,1,1,13.1623007129014,145.792397805249
3873,2,3873,34.9722812443012,0,0,0,1,7.79179384047112,0,0,13.2442989390157,147.515737695092
3880,2,3880,35.6896331596786,0,0,1,1,9.44575436131048,2,0,13.4379839561676,145.715223974412
3883,2,3883,42.8699922098208,1,0,1,1,6.91163822418331,3,1,15.376680899706,179.49071146926
3888,2,3888,37.2550154870702,0,1,0,1,7.91906865999716,2,1,13.8606371845634,147.687926260857
3890,2,3890,39.0947472663819,1,1,0,1,11.0533868131143,0,0,14.3573647649775,177.898584387146
3891,2,3891,41.3208143560744,1,1,0,1,8.19296153608812,0,1,14.9584028791945,165.134016847359
3897,2,3897,36.9074356771166,1,0,0,1,7.455139756276,2,1,13.7667906358759,156.989288500095
3901,2,3901,39.6217821364574,0,0,1,1,8.08038427199754,0,0,14.4996641798979,155.539229730288
3902,2,3902,33.1672494808289,1,1,0,1,10.2300550068938,2,0,12.7569403628782,149.611687848249
3907,2,3907,37.3861979904667,0,0,0,1,8.03397268543409,2,0,13.8960564604804,152.568652199557
3913,2,3913,37.7213828213593,1,1,0,0,8.3037380029457,1,0,13.9865563648214,161.35717739642
3916,2,3916,38.8376901863726,0,1,1,0,5.14826278056416,0,1,14.287959353375,160.91013885623
3926,2,3926,36.0836252578742,0,0,1,0,7.40875363038946,1,0,13.5443618226805,140.594982711783
3931,2,3931,32.202359995464,0,1,1,0,7.31636359154701,2,1,12.4964202018297,143.66402723802
3932,2,3932,36.0310604877442,0,1,1,1,9.26668922700188,2,1,13.5301693347454,147.387954248667
3939,2,3939,35.2651937231603,0,1,0,0,9.36480406354775,1,0,13.3233853083077,147.458812791652
3940,2,3940,38.0511517171199,0,1,0,1,10.4279706042459,2,1,14.0755939666768,156.129390803023
3941,2,3941,36.6514296338106,1,0,1,0,6.2959344300841,0,0,13.6976690041833,170.264806547239
3947,2,3947,34.4991245638,1,1,1,0,6.48502474248324,0,1,13.1165466352804,151.147131030549
3949,2,3949,33.3417652397226,1,1,0,1,9.29018672691437,1,0,12.8040596177795,155.901808866878
3953,2,3953,34.4223320802226,0,1,0,0,9.34869333352091,0,0,13.0958126647145,151.288916123434
3954,2,3954,42.860986387481,1,1,1,0,7.18398024863435,0,0,15.3742493276743,179.400949309736
3955,2,3955,35.1396122249726,0,1,1,0,7.09237095184259,0,1,13.289478303797,153.583575540745
3956,2,3956,38.570608365598,1,0,0,1,9.28969014260156,2,1,14.2158472617659,171.103613628227
3960,2,3960,34.8297992679463,0,0,0,0,8.8260525025583,2,1,13.2058288053999,129.484821209271
3961,2,3961,34.0182088065552,0,1,1,1,7.0871447664975,0,1,12.9866993808243,152.998585608245
3964,2,3964,36.2654293473138,0,0,1,1,5.73276552934587,0,0,13.5934489268291,152.316953332288
3967,2,3967,34.3964356968932,1,0,1,0,7.72693077325015,0,1,13.0888206412156,147.17531297714
3968,2,3968,32.8139563396925,0,0,1,0,8.90038414311372,1,1,12.6615512147714,139.335093389843
3969,2,3969,36.1354262310918,1,1,0,0,6.89402802005232,1,1,13.5583480854492,162.252552668599
3971,2,3971,36.7245845723222,0,1,0,1,7.62479855802869,1,0,13.7174208375814,148.490965376795
3974,2,3974,36.6310596801528,1,1,1,0,8.34820470921509,2,0,13.6921691166957,166.722865515889
3976,2,3976,35.798149315215,0,0,1,1,8.38552271407225,3,1,13.4672833181624,139.872344878082
3983,2,3983,38.0631025513077,1,0,1,0,11.7773457536132,0,0,14.0788206919075,168.340289204704
3991,2,3991,31.7747538206644,0,0,1,0,7.23813183798565,1,1,12.3809665346338,132.718455314391
3993,2,3993,31.0829691121051,0,1,1,1,7.53064037923783,0,0,12.1941846633228,133.284353522215
3994,2,3994,40.6121832403883,1,1,0,1,10.3803563111241,1,0,14.7670724779592,165.617722247682
3995,2,3995,39.0882619180639,1,1,1,0,9.06204872985699,1,0,14.3556137209317,163.788649126879
3996,2,3996,31.9771484574709,1,0,0,1,9.08025851213182,1,1,12.4356130865716,141.241535817339
3997,2,3997,32.9458965228815,0,1,1,1,9.12446083327205,1,1,12.6971750642324,145.593440363219
3998,2,3998,35.9392059511606,1,1,0,1,9.09677555657832,4,0,13.5053686098678,157.638678933756
4006,2,4006,33.0555285984766,0,1,0,0,7.1377908748136,1,1,12.7267757246431,144.080139534514
4007,2,4007,34.9039147845651,1,0,1,1,7.36406436695579,0,0,13.225839994887,156.301766932218
4010,2,4010,36.3671508284535,0,1,0,0,5.63083024200215,3,0,13.6209137267369,148.165938328855
4016,2,4016,33.9814677202398,0,1,1,0,11.1844525695831,1,0,12.9767792875191,141.816787424859
4019,2,4019,39.7369108731995,1,1,1,0,7.66462628418063,1,1,14.5307489388183,174.473181956325
4021,2,4021,35.6464961643661,1,0,0,0,9.18051187293954,0,0,13.4263369674333,159.933745155846
4022,2,4022,37.8531210416932,0,0,1,0,8.70096694865077,1,0,14.0221256843116,154.343768707889
4024,2,4024,32.5147970729756,1,0,1,1,10.6388129174374,1,0,12.5807782127578,144.668209971926
4026,2,4026,32.3676940272041,1,0,1,1,7.1185664538514,0,0,12.5410603903995,156.274755013985
4027,2,4027,33.3131074908855,0,0,1,0,9.2666125393298,3,1,12.7963220255935,148.997902830937
4031,2,4031,36.0308633130036,0,0,1,0,8.97149597406025,1,0,13.5301160975654,148.572743563895
4036,2,4036,35.8774342594987,1,0,0,1,6.45057346878819,1,0,13.488690253119,159.766480038346
4037,2,4037,33.7308379785662,1,1,0,1,9.212092078044,2,1,12.9091092572673,148.11911656439
4043,2,4043,34.5816956359976,1,1,0,1,9.92915901395388,1,0,13.1388408247738,153.508612637466
4045,2,4045,42.2962607106426,1,1,0,0,7.89321021701451,0,0,15.2217733949279,174.789257543749
4051,2,4051,37.0675135791084,1,1,1,1,8.05710106848287,3,0,13.8100116694137,150.159027644176
4053,2,4053,36.0219486459766,0,1,0,0,6.71845064923273,0,0,13.5277091374681,143.439519091198
4055,2,4055,41.844581030427,0,1,0,0,7.24653703225333,1,0,15.0998198812697,165.87895806668
4058,2,4058,37.8770847281469,0,0,1,0,8.31388743028961,2,0,14.0285958796541,153.563219700646
4062,2,4062,35.7245140289489,1,0,1,1,8.09385116763423,1,0,13.4474017908706,162.874008813864
4064,2,4064,31.8346850285511,0,0,0,1,11.2456526276916,1,1,12.3971479607632,132.385939153554
4065,2,4065,36.8828602325746,1,1,1,0,7.62231060216201,1,0,13.7601552658495,156.373229413001
4066,2,4066,41.4811122825036,0,1,0,1,8.30724897622825,1,1,15.0016833193304,159.704236941284
4069,2,4069,34.4138983284243,1,1,1,1,7.6733282480378,1,0,13.093535551729,152.812071810863
4071,2,4071,34.0839475156493,1,0,0,0,6.54453270972632,1,1,13.0044488322797,142.922920931435
4073,2,4073,33.3687698612745,1,0,0,1,5.58007271771625,1,1,12.8113508655985,150.24704855967
4074,2,4074,37.554479656599,1,0,0,0,6.588594170184,4,1,13.9414925103361,162.382219505257
4076,2,4076,35.9827187411617,0,1,1,1,10.0248333523275,0,0,13.5171170631681,145.402733523931
4078,2,4078,36.4065499093264,0,1,0,0,9.44305198040251,2,1,13.6315514785725,139.741897622533
4082,2,4082,36.038981346645,0,1,1,1,6.81194676807948,0,0,13.5323079666485,146.768843638114
4083,2,4083,33.2828201037092,0,0,0,1,9.1594894168742,2,0,12.7881444310559,135.050182946906
4086,2,4086,37.4863341572264,1,0,1,1,9.56403384579822,0,1,13.9230932255055,169.308824850391
4089,2,4089,37.1267680521344,0,1,0,0,5.34410959889347,0,1,13.8260103771307,148.440710895087
4095,2,4095,38.5381924187563,1,0,0,1,8.67710066002621,1,1,14.2070949561186,161.833310396542
4096,2,4096,32.5189179594813,1,0,0,1,4.65677418573927,1,1,12.5818908521144,148.648527548313
4114,2,4114,36.8517135107836,0,0,1,0,7.56945256194262,1,0,13.751745650966,146.54596068789
4118,2,4118,32.9197025173432,1,0,1,0,9.80142330798949,0,0,12.6901026827371,157.154524909835
4119,2,4119,36.9097367417228,1,0,1,0,9.54257465477393,0,1,13.7674119233196,155.67888323951
4121,2,4121,41.0081080322954,0,1,0,0,9.27310315603633,1,1,14.8739721717742,158.70376456528
4122,2,4122,35.7444419803619,0,1,1,0,5.87020090639127,1,1,13.4527823377521,152.631294848973
4125,2,4125,36.4884951734002,1,0,1,1,9.0806816038973,0,0,13.6536766998725,170.148787395774
4126,2,4126,34.2655985415488,0,1,1,1,7.09923284441773,1,0,13.0534946092726,142.987721377859
4130,2,4130,40.6747320841489,1,0,0,1,8.09768744252403,0,0,14.7839606657746,169.82024808088
4131,2,4131,34.7187130146158,0,0,0,0,8.27930266687601,2,0,13.1758355170007,132.021769099927
4133,2,4133,32.8123798449277,1,0,1,1,5.93343354097731,0,0,12.6611255611849,158.227704394518
4135,2,4135,41.3873476947254,0,0,0,1,8.96146101990944,1,1,14.9763668806303,158.954099804706
4138,2,4138,35.7789418421621,0,0,1,1,6.39037753274384,1,0,13.4620973004382,149.396292142958
4144,2,4144,38.3579902012522,0,0,0,1,10.5325091954122,0,0,14.1584403573925,157.054100197754
4145,2,4145,42.2855483537402,1,1,0,1,6.61666039444469,0,0,15.2188810585643,170.712671141488
4150,2,4150,39.8687957474936,0,0,0,1,5.97510085582104,2,0,14.5663578548777,158.099887299907
4152,2,4152,33.640401579131,0,0,0,1,10.7709629261622,1,1,12.8846914294198,143.489100218815
4154,2,4154,34.4390833772928,0,0,0,0,11.2077490940558,1,1,13.1003355149235,140.423380493089
